parameter_name,Periphery permanence time
parameter_id,JAX_OFD_012_001
analysis_id,6mus78r8f982586
gene_accession_id,MGI:99501
gene_symbol,Fgb
mouse_life_stage,Early adult
pvalue,0.4958434
mouse_strain,C57BL
