gene_symbol,Col6a3
pvalue,0.400241
mouse_strain,C57BL
analysis_id,92nqo8b00z453c8
gene_accession_id,MGI:88461
parameter_name,Difference in Cue Tone and Cue Baseline % Freezing
parameter_id,IMPC_FEA_106_001
mouse_life_stage,Early adult
