gene_symbol,Zfp683
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.5223884
parameter_name,Dark side time spent
analysis_id,3r6g6x9z56d3qb5
gene_accession_id,MGI:3650254
parameter_id,JAX_LDT_004_001
