gene_symbol,Mapkap1
mouse_life_stage,Early adult
gene_accession_id,MGI:2444554
parameter_id,IMPC_GEP_017_001
mouse_strain,C57BL
analysis_id,8so333jx9dy62up
pvalue,0.3517175
parameter_name,Facial Morphology
