parameter_name,Whole arena average speed
gene_symbol,Tbl1xr1
analysis_id,6r106xwq4i272ms
pvalue,0.1103807
gene_accession_id,MGI:2441730
mouse_life_stage,Late adult
mouse_strain,C57BL
parameter_id,ESLIM_007_001_005
