parameter_id,IMPC_ECG_003_001
gene_symbol,Kdm4c
parameter_name,CV
mouse_life_stage,Early adult
analysis_id,9x081rgco7n483l
mouse_strain,C57BL
gene_accession_id,MGI:1924054
pvalue,0.3634018
