gene_symbol,Ivd
mouse_strain,C57BL
pvalue,0.5557865
mouse_life_stage,Early adult
parameter_name,Neutrophil differential count
gene_accession_id,MGI:1929242
analysis_id,7942h3367289117
parameter_id,IMPC_HEM_029_001
