gene_symbol,Lurap1
parameter_id,HRWLLA_OFD_007_001
pvalue,0.5234061
gene_accession_id,MGI:1915325
parameter_name,Whole arena resting time
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,31ikp3p12u7822g
