parameter_id,M-G-P_008_001_013
mouse_life_stage,Early adult
gene_symbol,Duoxa2
gene_accession_id,MGI:1914061
pvalue,0.7636182
mouse_strain,C57BL
analysis_id,8fk802a839a3fzy
parameter_name,Startle Response
