gene_symbol,Zmynd8
mouse_strain,C57BL
parameter_id,IMPC_CSD_029_001
gene_accession_id,MGI:1918025
analysis_id,ufgz0gqo9tqtr46
mouse_life_stage,Early adult
parameter_name,Activity (body position)
pvalue,0.5009498
