parameter_id,JAXLA_DXA_007_001
gene_symbol,Lamb3
gene_accession_id,MGI:99915
mouse_life_stage,Early adult
analysis_id,81814oegc3m0119
mouse_strain,C57BL
pvalue,0.7597761
parameter_name,BMC/Body weight
