parameter_id,IMPC_ABR_008_001
mouse_strain,C57BL
pvalue,0.2399557
gene_accession_id,MGI:1336200
analysis_id,y3tvy2i73vtoi8p
parameter_name,18kHz-evoked ABR Threshold
gene_symbol,Hpca
mouse_life_stage,Early adult
