parameter_id,MGP_PBI_030_001
mouse_strain,C57BL
mouse_life_stage,Late adult
gene_symbol,Hnf4a
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell number
gene_accession_id,MGI:109128
analysis_id,91c69caxiuejr1q
pvalue,0.3344988
