gene_symbol,Bcs1l
mouse_strain,C57BL
pvalue,0.3389033
analysis_id,8avm928y6p8di60
parameter_id,ICS_FEA_019_001
gene_accession_id,MGI:1914071
parameter_name,% Freezing duration pre-cue-2
mouse_life_stage,Early adult
