gene_symbol,Secisbp2l
gene_accession_id,MGI:1917604
analysis_id,gjmdfh78wb81e5c
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_FEA_107_001
parameter_name,Difference in Conditioning Post-shock and Conditioning Baseline % Freezing
pvalue,0.6539197
