gene_symbol,Tnfsf10
pvalue,0.9929103
mouse_life_stage,Early adult
gene_accession_id,MGI:107414
parameter_name,Narrow eye opening
parameter_id,IMPC_EYE_006_001
mouse_strain,C57BL
analysis_id,vniejd6fgr41s05
