parameter_id,IMPC_ACS_036_001
analysis_id,84v4r29vtw500kk
gene_symbol,Trim46
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.8950711
parameter_name,% Pre-pulse inhibition - PPI4
gene_accession_id,MGI:2673000
