gene_symbol,Eprs1
mouse_strain,C57BL
analysis_id,mofg06ova498g89
gene_accession_id,MGI:97838
parameter_name,lens opacity
mouse_life_stage,E9.5
parameter_id,M-G-P_014_001_010
pvalue,0.4735018
