gene_symbol,Snap23
mouse_strain,C57BL
mouse_life_stage,Late adult
gene_accession_id,MGI:109356
pvalue,0.5974057
parameter_id,MGP_IMM_067_001
parameter_name,CD11b-low cDC - % of cDC
analysis_id,10ow90q4v02w927
