gene_symbol,Dnajc5b
parameter_name,Ulna
mouse_strain,C57BL
pvalue,0.5120304
analysis_id,r4yvv9e292te2bv
parameter_id,IMPC_XRY_023_001
gene_accession_id,MGI:1913576
mouse_life_stage,Early adult
