parameter_id,IMPC_XRY_021_001
gene_symbol,Trpa1
mouse_life_stage,Early adult
gene_accession_id,MGI:3522699
pvalue,0.532507
analysis_id,e4i07pr1go1yvsu
parameter_name,Humerus
mouse_strain,C57BL
