gene_symbol,Sass6
parameter_id,IMPC_OFD_017_001
mouse_life_stage,E12.5
gene_accession_id,MGI:1920026
parameter_name,Center average speed
analysis_id,6vy3j9m06p0q695
mouse_strain,C57BL
pvalue,0.624781
