gene_symbol,Ddx27
parameter_id,IMPC_OFD_017_001
mouse_strain,C57BL
pvalue,0.5985534
mouse_life_stage,Early adult
analysis_id,12v33ywe75d93ot
gene_accession_id,MGI:2385884
parameter_name,Center average speed
