parameter_id,MGP_MLN_014_001
gene_accession_id,MGI:109356
mouse_strain,C57BL
pvalue,0.8267138
mouse_life_stage,Late adult
analysis_id,jm82ubhjs47v9lj
gene_symbol,Snap23
parameter_name,Resting CD8+ T cells - % of CD8+
