mouse_life_stage,Late adult
gene_accession_id,MGI:109356
mouse_strain,C57BL
pvalue,0.5078189
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
analysis_id,6rqm0308033ign7
gene_symbol,Snap23
parameter_id,JAXLA_GRS_011_001
