mouse_life_stage,Middle aged adult
pvalue,0.2243882
parameter_name,Initial response to glucose challenge
gene_symbol,Lpgat1
analysis_id,6y48k6c6x187dat
mouse_strain,C57BL
gene_accession_id,MGI:2446186
parameter_id,IMPC_IPG_011_001
