gene_accession_id,MGI:2446274
gene_symbol,Frmpd1
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_id,MGP_IMM_004_001
pvalue,0.1755527
parameter_name,Total CD4+ T cells - % of ab T cells
analysis_id,m87l7672e2vw839
