gene_accession_id,MGI:87968
gene_symbol,Ahcy
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,MGP_MLN_021_001
pvalue,0.9287659
parameter_name,KLRG1+ gd T cells - % of gd T cells
analysis_id,s569pv430pkx379
