gene_symbol,Rab3gap2
parameter_id,M-G-P_007_001_010
pvalue,0.7833357
gene_accession_id,MGI:1916043
analysis_id,nvu000si657semc
mouse_strain,C57BL
parameter_name,center - distance
mouse_life_stage,Early adult
