parameter_id,JAX_OFD_022_001
mouse_life_stage,Early adult
parameter_name,Percentage center time
gene_accession_id,MGI:1913405
pvalue,0.8593231
analysis_id,88f4d2yb81767fk
mouse_strain,C57BL
gene_symbol,Ufc1
