gene_symbol,Bmi1
analysis_id,7x6o4wymowe2a68
mouse_life_stage,E15.5
gene_accession_id,MGI:88174
parameter_name,Number of centre entries
mouse_strain,C57BL
parameter_id,ESLIM_007_001_015
pvalue,0.2534063
