gene_symbol,Ahcy
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,a7217o977620355
pvalue,0.08553622
parameter_name,Effector CD4+ T helper cells - % of CD4+ T helper cells
parameter_id,MGP_MLN_005_001
gene_accession_id,MGI:87968
