parameter_name,Hemoglobin
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Inpp1
analysis_id,rdx45iq584gopj7
gene_accession_id,MGI:104848
parameter_id,IMPC_HEM_003_001
pvalue,0.459365
