gene_symbol,Frmpd1
mouse_life_stage,Early adult
pvalue,0.05100487
mouse_strain,C57BL
analysis_id,03p9h48qx705u2e
parameter_name,Body weight
gene_accession_id,MGI:2446274
parameter_id,M-G-P_009_001_003
