gene_symbol,Nucks1
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,48i59985dn5ciqo
parameter_name,Cue Baseline % Freezing Time
gene_accession_id,MGI:1934811
parameter_id,HRWLLA_FEA_015_001
pvalue,0.4882293
