parameter_name,Retina (combined)
gene_symbol,Mapkap1
parameter_id,JAXLA_EYE_092_001
mouse_strain,C57BL
analysis_id,1sj55rme8483l2q
pvalue,0.6757708
gene_accession_id,MGI:2444554
mouse_life_stage,Early adult
