parameter_id,IMPC_CSD_036_001
pvalue,0.5368168
gene_symbol,Tiprl
parameter_name,Startle response
mouse_strain,C57BL
gene_accession_id,MGI:1915087
analysis_id,74c57qlo72oz38w
mouse_life_stage,E9.5
