gene_symbol,Slc30a4
analysis_id,41q495t948k834b
parameter_id,MGP_IMM_094_001
gene_accession_id,MGI:1345282
mouse_life_stage,Early adult
mouse_strain,C58BL
pvalue,0.2707627
parameter_name,KLRG1+ CD4- NKT cells - % of CD45+
