parameter_id,MGP_PBI_010_001
mouse_strain,C57BL
analysis_id,b8sc3iy23557602
gene_accession_id,MGI:97838
pvalue,0.2780872
gene_symbol,Eprs1
mouse_life_stage,E9.5
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell percentage
