parameter_name,Lean mass
mouse_life_stage,Early adult
gene_symbol,Bcs1l
mouse_strain,C57BL
gene_accession_id,MGI:1914071
analysis_id,o77wk24j8426tre
parameter_id,IMPC_DXA_003_001
pvalue,0.1042719
