parameter_name,Center average speed
mouse_life_stage,Early adult
analysis_id,rnt9jbz0ptaiv43
parameter_id,JAXLA_OFD_017_001
pvalue,0.9370111
mouse_strain,C57BL
gene_symbol,Gja10
gene_accession_id,MGI:1339969
