gene_accession_id,MGI:104640
gene_symbol,Rab17
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,ESLIM_011_001_704
pvalue,0.6117266
parameter_name,Prepulse inhibition - PP4
analysis_id,3ba2i1q3v44ft1w
