gene_symbol,Hnf4a
mouse_life_stage,Late adult
analysis_id,ix5774uh7nr174l
gene_accession_id,MGI:109128
pvalue,0.5984001
mouse_strain,C57BL
parameter_id,JAXLA_CSD_039_001
parameter_name,Limb grasp
