parameter_id,IMPC_GEO_009_002
parameter_name,Hemorrhage
mouse_life_stage,Early adult
gene_symbol,Sema6c
gene_accession_id,MGI:1338032
analysis_id,187ig70527p1gt6
mouse_strain,C57BL
pvalue,0.8365652
