parameter_name,Phosphorus
gene_symbol,Tbl1xr1
mouse_strain,C54BL
gene_accession_id,MGI:2441730
pvalue,0.6772841
mouse_life_stage,Early adult
analysis_id,66kh7997081et3j
parameter_id,IMPC_CBC_010_001
