parameter_id,IMPC_XRY_066_001
analysis_id,u21n98m9w80t3b6
parameter_name,Sacral processes
gene_accession_id,MGI:95457
pvalue,0.8733968
mouse_strain,C57BL
mouse_life_stage,E15.5
gene_symbol,Mecom
