gene_symbol,Sdcbp2
parameter_id,M-G-P_007_001_010
analysis_id,14438gl1w95u7gc
mouse_life_stage,Early adult
gene_accession_id,MGI:2385156
mouse_strain,C57BL
pvalue,0.05390475
parameter_name,center - distance
