gene_symbol,Cntfr
analysis_id,u013udw7p3j6i56
mouse_strain,129SV
mouse_life_stage,Early adult
parameter_id,JAXLA_CSD_021_001
gene_accession_id,MGI:99605
pvalue,0.07167392
parameter_name,Hindlimbs - shape
