parameter_id,IMPC_XRY_064_001
gene_symbol,Rab22a
pvalue,0.5082363
analysis_id,al6b4p509q3h8g8
mouse_strain,C57BL
gene_accession_id,MGI:105072
parameter_name,Thoracic processes
mouse_life_stage,Early adult
