gene_symbol,Hspa5
pvalue,0.7668606
gene_accession_id,MGI:95835
parameter_id,IMPC_OFD_022_001
parameter_name,Percentage center time
mouse_life_stage,E12.5
analysis_id,cb6421dp4l2c813
mouse_strain,C57BL
