parameter_id,JAX_OFD_013_001
analysis_id,iydrp104g7e8p6m
parameter_name,Periphery average speed
gene_symbol,Nanp
pvalue,0.7881976
mouse_life_stage,Early adult
gene_accession_id,MGI:1914561
mouse_strain,C57BL
