mouse_strain,C57BL
gene_accession_id,MGI:1346088
mouse_life_stage,Early adult
gene_symbol,Cd52
parameter_name,Lean mass
pvalue,0.2272661
analysis_id,ga604987thh3fth
parameter_id,IMPC_DXA_003_001
