gene_symbol,DNAAF9
gene_accession_id,MGI:1923029
parameter_id,IMPC_IMM_051_001
parameter_name,Monocytes
mouse_strain,C56BL
pvalue,0.8306879
analysis_id,4q3662x5c38cm49
mouse_life_stage,Early adult
