parameter_id,JAX_OFD_021_001
mouse_life_stage,Late adult
pvalue,0.6039495
gene_symbol,Secisbp2l
gene_accession_id,MGI:1917604
mouse_strain,C57BL
analysis_id,9831l0314f6do77
parameter_name,Number of rears - total
