mouse_strain,129SV
gene_symbol,Zmynd8
analysis_id,48fe75ae3ey2103
parameter_name,Latency to center entry
pvalue,0.7422694
parameter_id,IMPC_OFD_018_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1918025
