gene_symbol,Ddx27
gene_accession_id,MGI:2385884
analysis_id,639abggv45yhiuu
mouse_strain,C57BL
parameter_name,Total cholesterol
mouse_life_stage,Early adult
parameter_id,HMGULA_CBC_015_001
pvalue,0.5264957
