mouse_strain,129SV
mouse_life_stage,Early adult
parameter_name,Alpha beta T cell percentage
analysis_id,70vyo96421435v0
gene_accession_id,MGI:99605
pvalue,0.3750815
gene_symbol,Cntfr
parameter_id,MGP_PBI_002_001
