parameter_name,Retina (combined)
mouse_strain,C57BL
parameter_id,IMPC_EYE_092_001
pvalue,0.8948739
analysis_id,1dnb95du8meyqv5
gene_symbol,Gpbp1l1
gene_accession_id,MGI:1924360
mouse_life_stage,Early adult
