gene_symbol,Zmynd8
gene_accession_id,MGI:1918025
analysis_id,h344p847j9ieji9
parameter_id,UCDLA_EYE_017_001
pvalue,0.851172
parameter_name,Lens Opacity
mouse_strain,C57BL
mouse_life_stage,Early adult
