parameter_name,Fat/Body weight
analysis_id,9i87z4sw45r47wk
mouse_life_stage,Early adult
gene_symbol,Col6a3
pvalue,0.14054
gene_accession_id,MGI:88461
mouse_strain,C57BL
parameter_id,IMPC_DXA_009_001
