mouse_life_stage,E18.5
parameter_id,JAXLA_CSD_077_001
pvalue,0.4917089
gene_accession_id,MGI:1914561
parameter_name,Contact righting
mouse_strain,C57BL
analysis_id,73qp5z19529f9io
gene_symbol,Nanp
