gene_symbol,Bcs1l
gene_accession_id,MGI:1914071
pvalue,0.6808896
parameter_name,B Cells
mouse_life_stage,E12.5
parameter_id,IMPC_IMM_063_001
analysis_id,hvdl40ko729y71k
mouse_strain,C57BL
