parameter_id,IMPC_CSD_051_002
pvalue,0.2290567
parameter_name,Hindlimb nail - number
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Mapkap1
analysis_id,p5mv04ot266r0tl
gene_accession_id,MGI:2444554
