parameter_name,Prepulse inhibition - PP4
pvalue,0.1459415
mouse_life_stage,Early adult
gene_accession_id,MGI:2442483
parameter_id,ESLIM_011_001_704
gene_symbol,Usp37
mouse_strain,C57BL
analysis_id,ipxlbv0u1004211
